ensembl_gene_id,uniprotkb_canonical_ac,status,genename,brain
ENSMUSG00000057147,Q9CQ28-1,reviewed,"""Dph6""",2.9943
ENSMUSG00000067629,F6SEU4-1,reviewed,"""Syngap1""",5.9276
ENSMUSG00000015839,Q60795-1,reviewed,"""Nfe2l2""",2.962
ENSMUSG00000057637,A2A7B5-1,unreviewed,"""Prdm2""",3.2194
ENSMUSG00000039656,P28704-1,reviewed,"""Rxrb""",4.9537
ENSMUSG00000003119,Q14AX6-1,reviewed,"""Cdk12""",3.0917
ENSMUSG00000015837,Q64337-1,reviewed,"""Sqstm1""",7.4217
ENSMUSG00000009907,P46467-1,reviewed,"""Vps4b""",3.7687
ENSMUSG00000026021,P63166-1,reviewed,"""Sumo1""",5.7673
ENSMUSG00000028882,Q8R3G1-1,reviewed,"""Ppp1r8""",4.6087
ENSMUSG00000028889,Q3U5F4-1,reviewed,"""Yrdc""",4.0684
ENSMUSG00000043207,Q80W54-1,reviewed,"""Zmpste24""",3.2746
ENSMUSG00000036282,Q8CES0-1,reviewed,"""Naa30""",3.4771
ENSMUSG00000034636,Q3UFS0-1,reviewed,"""Zyg11b""",4.4271
ENSMUSG00000034189,Q8BTX9-1,reviewed,"""Hsdl1""",3.9431
ENSMUSG00000052040,Q9JJZ6-1,reviewed,"""Klf13""",4.6076
ENSMUSG00000052512,E9Q842-1,unreviewed,"""Nav2""",3.4821
ENSMUSG00000028830,Q8K135-1,reviewed,"""Kiaa0319l""",4.9075
ENSMUSG00000029422,A2RTL5-1,reviewed,"""Rsrc2""",5.6215
ENSMUSG00000029427,Q9CYA6-1,reviewed,"""Zcchc8""",3.6518
ENSMUSG00000029426,O35114-1,reviewed,"""Scarb2""",5.0591
ENSMUSG00000023852,Q9CQS5-1|P40201-1,reviewed|reviewed,"""Riok2""|""Chd1""",2.1172
ENSMUSG00000028832,P54227-1,reviewed,"""Stmn1""",8.2707
ENSMUSG00000035851,E9Q5K9-1,reviewed,"""Ythdc1""",4.8438
ENSMUSG00000035585,Q8BMZ5-1,reviewed,"""Tsen34""",5.2848
ENSMUSG00000008976,Q00422-1,reviewed,"""Gabpa""",3.2975
ENSMUSG00000028089,Q9CXF7-1,reviewed,"""Chd1l""",1.7111
ENSMUSG00000025702,Q9DBD2-1,reviewed,"""March8""",4.6638
ENSMUSG00000028081,P97351-1,reviewed,"""Rps3a""",6.8555
ENSMUSG00000028082,Q91X43-1,reviewed,"""Sh3d19""",2.7419
ENSMUSG00000028085,Q99JT1-1,reviewed,"""Gatb""",2.8702
ENSMUSG00000074030,Q6PGF7-1,reviewed,"""Exoc8""",2.4264
ENSMUSG00000032679,O55186-1,reviewed,"""Cd59a""",2.9906
ENSMUSG00000039115,B8JK39-1,reviewed,"""Itga9""",0.545
ENSMUSG00000039117,E9QAP7-1,unreviewed,"""Taf4""",3.0659
ENSMUSG00000021639,Q9JIB4-1,reviewed,"""Gtf2h2""",4.4525
ENSMUSG00000021752,Q8BNL5-1,reviewed,"""Kctd6""",4.0424
ENSMUSG00000032582,S4R1W5-1,unreviewed,"""Rbm6""",5.0705
ENSMUSG00000021756,Q00560-1,reviewed,"""Il6st""",3.7557
ENSMUSG00000032580,Q91YE7-1,reviewed,"""Rbm5""",6.2019
ENSMUSG00000074088,Q6PE01-1,reviewed,"""Snrnp40""",3.8488
ENSMUSG00000090247,O55102-1,reviewed,"""Bloc1s1""",6.6085
ENSMUSG00000021759,Q61469-1,reviewed,"""Plpp1""",3.7341
ENSMUSG00000013089,Q9CXC9-1,reviewed,"""Etv5""",4.6551
ENSMUSG00000026208,P31001-1,reviewed,"""Des""",0.6442
ENSMUSG00000042557,Q60520-2,reviewed,"""Sin3a""",3.788
ENSMUSG00000030888,Q9DB85-1,reviewed,"""Rrp8""",2.4278
ENSMUSG00000053644,Q9DBF1-1,reviewed,"""Aldh7a1""",5.4401
ENSMUSG00000042558,Q8CG72-1,reviewed,"""Adprhl2""",4.0161
ENSMUSG00000017747,Q99J23-1,reviewed,"""Ghdc""",1.9024
ENSMUSG00000048351,Q921H9-1,reviewed,"""Coa7""",3.4437
ENSMUSG00000061313,Q80Y98-1,reviewed,"""Ddhd2""",4.1001
ENSMUSG00000030881,Q8K221-1,reviewed,"""Arfip2""",5.5495
ENSMUSG00000044894,Q9CQ69-1,reviewed,"""Uqcrq""",7.6749
ENSMUSG00000026753,Q9CQR6-1,reviewed,"""Ppp6c""",4.0791
ENSMUSG00000015605,Q9JM73-1,reviewed,"""Srf""",3.9315
ENSMUSG00000002221,Q6NZQ4-1,reviewed,"""Paxip1""",3.6935
ENSMUSG00000002222,Q80YQ8-1,reviewed,"""Rmnd5a""",5.0645
ENSMUSG00000008398,P41971-1,reviewed,"""Elk3""",1.7595
ENSMUSG00000026755,Q9D898-1,reviewed,"""Arpc5l""",5.6283
ENSMUSG00000041112,Q8BPU7-1,reviewed,"""Elmo1""",5.1371
ENSMUSG00000091780,Q8VCL2-1,reviewed,"""Sco2""",2.416
ENSMUSG00000000594,Q60648-1,reviewed,"""Gm2a""",4.2023
ENSMUSG00000044098,Q80T69-1,reviewed,"""Rsbn1""",2.2514
ENSMUSG00000038406,Q5U4C3-1,reviewed,"""Scaf1""",5.6186
ENSMUSG00000032855,O08852-1,reviewed,"""Pkd1""",3.8137
ENSMUSG00000078348,Q923D4-1,reviewed,"""Sf3b5""",5.0356
ENSMUSG00000034868,Q3THE2-1,reviewed,"""Myl12b""",7.7335
ENSMUSG00000029309,P70663-1,reviewed,"""Sparcl1""",9.2565
ENSMUSG00000020085,Q8BUE4-1,reviewed,"""Aifm2""",2.5385
ENSMUSG00000020087,Q9DBA6-1,reviewed,"""Tysnd1""",3.2248
ENSMUSG00000020089,Q9D819-1,reviewed,"""Ppa1""",5.6393
ENSMUSG00000022816,Q62356-1,reviewed,"""Fstl1""",3.4346
ENSMUSG00000022812,Q9WV60-1,reviewed,"""Gsk3b""",4.5669
ENSMUSG00000024941,Q9EQC5-1,reviewed,"""Scyl1""",5.0215
ENSMUSG00000024942,O35350-1,reviewed,"""Capn1""",2.9552
ENSMUSG00000024944,Q9D0J4-1,reviewed,"""Arl2""",5.6732
ENSMUSG00000024947,O88559-1,reviewed,"""Men1""",5.0201
ENSMUSG00000021420,Q99M01-1,reviewed,"""Fars2""",3.3393
ENSMUSG00000024949,Q64213-1,reviewed,"""Sf1""",6.4338
ENSMUSG00000024948,Q61161-1,reviewed,"""Map4k2""",6.5556
ENSMUSG00000072704,A0A087WNQ7-1,unreviewed,"""Smim10l1""",5.3066
ENSMUSG00000024143,Q8R527-1,reviewed,"""Rhoq""",3.8045
ENSMUSG00000001751,O88325-1,unreviewed,"""Naglu""",2.2156
ENSMUSG00000001750,Q9JHF5-1,unreviewed,"""Tcirg1""",4.0415
ENSMUSG00000030982,Q8BWQ6-1,reviewed,,5.0543
ENSMUSG00000024414,Q99N92-1,reviewed,"""Mrpl27""",5.5444
ENSMUSG00000001755,Q9DBL7-1,reviewed,"""Coasy""",3.7227
ENSMUSG00000030630,P35505-1,reviewed,"""Fah""",4.4422
ENSMUSG00000030987,P70302-1,reviewed,"""Stim1""",4.5727
ENSMUSG00000059534,Q8R1I1-1,reviewed,"""Uqcr10""",8.5904
ENSMUSG00000020888,Q60838-1,reviewed,"""Dvl2""",3.8208
ENSMUSG00000020889,Q3UV55-1,reviewed,"""Nr1d1""",5.7172
ENSMUSG00000027361,Q00420-1,reviewed,"""Gabpb1""",3.292
ENSMUSG00000020883,Q9CZV8-1,reviewed,"""Fbxl20""",3.5534
ENSMUSG00000020886,Q62108-1,reviewed,"""Dlg4""",8.1223
ENSMUSG00000027367,Q8R1R3-1,reviewed,"""Stard7""",5.4048
ENSMUSG00000033728,Q8VC16-1,reviewed,"""Lrrc14""",3.4894
ENSMUSG00000029534,Q99M96-1,reviewed,"""St7""",3.7277
ENSMUSG00000039754,Q9D8F1-1,reviewed,"""Alkbh4""",2.2531
ENSMUSG00000005615,P49586-1,reviewed,"""Pcyt1a""",3.2856
ENSMUSG00000031584,P47791-1,reviewed,"""Gsr""",3.5404
ENSMUSG00000023286,Q6P073-1,reviewed,"""Ube2j2""",5.2785
ENSMUSG00000037400,Q6DFW5-1,unreviewed,"""Atp11b""",5.8012
ENSMUSG00000037408,Q69ZF7-1,reviewed,"""Cnnm4""",1.8986
ENSMUSG00000019471,Q61081-1,reviewed,"""Cdc37""",5.6362
ENSMUSG00000019470,Q9DCD2-1,reviewed,"""Xab2""",4.4663
ENSMUSG00000067653,Q812A3-1,reviewed,"""Ankrd23""",1.7198
ENSMUSG00000027944,O35387-1,reviewed,"""Hax1""",4.9384
ENSMUSG00000048779,Q9ERK9-1,reviewed,"""P2ry6""",0.6686
ENSMUSG00000027940,P21107-1,reviewed,"""Tpm3""",6.1527
ENSMUSG00000041264,Q3ULM6-1,reviewed,"""Uspl1""",3.4317
ENSMUSG00000027942,Q8R092-3,reviewed,,5.3908
ENSMUSG00000041341,Q80XK6-2,reviewed,"""Atg2b""",2.952
ENSMUSG00000031762,P02798-1,reviewed,"""Mt2""",7.3535
ENSMUSG00000031765,P02802-1,reviewed,"""Mt1""",8.9113
ENSMUSG00000023068,Q99LJ8-1,reviewed,"""Nus1""",3.9866
ENSMUSG00000023067,P39689-1,reviewed,"""Cdkn1a""",3.5528
ENSMUSG00000031930,Q9DBH0-1,reviewed,"""Wwp2""",3.2656
ENSMUSG00000025935,Q91V04-1,reviewed,"""Tram1""",3.7255
ENSMUSG00000025934,P30115-1,reviewed,"""Gsta3""",0.7982
ENSMUSG00000056153,Q9JLY0-1,reviewed,"""Socs6""",2.0719
ENSMUSG00000029634,Q9DBU5-1,reviewed,"""Rnf6""",4.4316
ENSMUSG00000029635,Q8R3L8-1,reviewed,"""Cdk8""",3.8731
ENSMUSG00000009614,Q99LB7-1,reviewed,"""Sardh""",2.1988
ENSMUSG00000022623,Q4ACU6-1,reviewed,"""Shank3""",5.2295
ENSMUSG00000022620,P50428-1,reviewed,"""Arsa""",3.8355
ENSMUSG00000022621,E9Q9D5-2,reviewed,"""Rabl2""",5.0775
ENSMUSG00000057388,Q9CQL5-1,reviewed,"""Mrpl18""",4.7692
ENSMUSG00000015337,O08600-1,reviewed,"""Endog""",3.3374
ENSMUSG00000015335,Q8VC90-1,reviewed,"""Zdhhc12""",2.6768
ENSMUSG00000039952,Q62165-1,reviewed,"""Dag1""",3.9632
ENSMUSG00000047221,Q7TPD2-1,reviewed,"""Fam185a""",2.1142
ENSMUSG00000038181,Q3UU43-1,unreviewed,"""Chpf2""",3.9022
ENSMUSG00000036918,Q8BGB2-1,reviewed,"""Ttc7a""",2.0949
ENSMUSG00000038187,Q80X66-1,reviewed,"""Btbd10""",4.8198
ENSMUSG00000042632,P97819-1,reviewed,"""Pla2g6""",3.5698
ENSMUSG00000042492,Q8BHL3-1,reviewed,"""Tbc1d10b""",5.1774
ENSMUSG00000020715,Q9EQY0-1,reviewed,"""Ern1""",1.5913
ENSMUSG00000020716,Q04690-1,reviewed,"""Nf1""",4.1104
ENSMUSG00000002058,Q9Z2R6-1,reviewed,"""Unc119""",4.705
ENSMUSG00000002052,Q62383-1,reviewed,"""Supt6h""",4.5877
ENSMUSG00000007570,B8JJD3-1,unreviewed,"""Fance""",3.6534
ENSMUSG00000034842,Q8R2G4-5,reviewed,"""Art3""",2.7115
ENSMUSG00000046798,Q9ET43-1,reviewed,"""Cldn12""",4.2101
ENSMUSG00000046792,Q8BIF9-1,reviewed,"""Znf787""",3.3543
ENSMUSG00000013275,Q8BJA2-1,reviewed,"""Slc41a1""",4.23
ENSMUSG00000038982,Q8R015-1,reviewed,"""Bloc1s5""",3.42
ENSMUSG00000072889,E9Q8I7-1,unreviewed,"""Nfxl1""",2.5622
ENSMUSG00000034563,Q640L3-1,reviewed,"""Ccpg1""",5.1375
ENSMUSG00000074743,P15306-1,reviewed,"""Thbd""",2.1317
ENSMUSG00000028277,Q9JJZ4-1,reviewed,"""Ube2j1""",4.7239
ENSMUSG00000028273,Q8CI51-1,reviewed,"""Pdlim5""",2.9437
ENSMUSG00000028271,P62915-1,reviewed,"""Gtf2b""",4.2616
ENSMUSG00000034903,Q3UMF0-1,reviewed,"""Cobll1""",1.963
ENSMUSG00000018796,P41216-1,reviewed,"""Acsl1""",3.9561
ENSMUSG00000031753,Q8R1U1-1,reviewed,"""Cog4""",4.3517
ENSMUSG00000034820,Q8BTV2-1,reviewed,"""Cpsf7""",4.7241
ENSMUSG00000031750,Q8R1R4-1,reviewed,"""Il34""",4.8577
ENSMUSG00000078139,I3ITR1-1,unreviewed,"""AK157302""",4.1699
ENSMUSG00000055991,Q9Z1D8-1,reviewed,"""Zkscan5""",2.2158
ENSMUSG00000031755,Q9CWF6-1,reviewed,"""Bbs2""",4.9986
ENSMUSG00000014195,Q9QYI3-1,reviewed,"""Dnajc7""",6.7004
ENSMUSG00000032119,Q8K1K9-1,reviewed,"""Hinfp""",2.7395
ENSMUSG00000032449,Q922G0-1,reviewed,"""Slc25a36""",4.9508
ENSMUSG00000032112,Q9ES56-1,reviewed,"""Trappc4""",4.9865
ENSMUSG00000032115,Q9JKR6-1,reviewed,"""Hyou1""",4.5762
ENSMUSG00000032116,P46978-1,reviewed,"""Stt3a""",3.3563
ENSMUSG00000044795,Q5NCY3-1,reviewed,"""Cyb5d1""",4.3705
ENSMUSG00000056608,Q8BYH8-1,reviewed,"""Chd9""",2.8932
ENSMUSG00000044791,E9Q5F9-1,reviewed,"""Setd2""",4.5486
ENSMUSG00000001506,P11087-1,reviewed,"""Col1a1""",1.4577
ENSMUSG00000071533,Q6P8I4-1,reviewed,"""Pcnp""",5.9623
ENSMUSG00000073987,Q9Z0L8-1,reviewed,"""Ggh""",2.4221
ENSMUSG00000042520,Q80X50-1,reviewed,"""Ubap2l""",5.2045
ENSMUSG00000019261,Q8C052-1,reviewed,"""Map1s""",4.3945
ENSMUSG00000026571,Q9DC22-1,reviewed,"""Dcaf6""",4.6243
ENSMUSG00000033530,E9Q6P5-1,reviewed,"""Ttc7b""",5.7895
ENSMUSG00000017221,P14685-1,reviewed,"""Psmd3""",6.1051
ENSMUSG00000024712,Q8CFV9-1,reviewed,"""Rfk""",4.7058
ENSMUSG00000029007,Q9WVK0-1,reviewed,"""Agtrap""",1.9245
ENSMUSG00000038517,A2A9T0-1,reviewed,"""Tbkbp1""",4.6458
ENSMUSG00000039298,Q8K389-1,reviewed,"""Cdk5rap2""",3.8819
ENSMUSG00000029209,Q9CRC9-1,reviewed,"""Gnpda2""",3.4358
ENSMUSG00000071757,Q8C0C0-1,reviewed,"""Zhx2""",3.1368
ENSMUSG00000044134,Q8BH49-1,reviewed,"""Pheta1""",2.4587
ENSMUSG00000053094,Q3TBN1-1,reviewed,"""Tmem248""",3.78
ENSMUSG00000029003,Q9D752-1,reviewed,"""Mad2l2""",3.645
ENSMUSG00000028309,Q5DTM8-1,reviewed,"""Rnf20""",4.9531
ENSMUSG00000026718,P70297-1,reviewed,"""Stam""",4.6183
ENSMUSG00000010025,P47740-1,reviewed,"""Aldh3a2""",4.2727
ENSMUSG00000031683,P62313-1,reviewed,"""Lsm6""",4.9877
ENSMUSG00000029208,Q8C3X4-1,reviewed,"""Guf1""",3.6397
ENSMUSG00000041560,Q8BK35-1,reviewed,"""Nop53""",5.2173
ENSMUSG00000024570,Q6P3B9-1,reviewed,"""Rbfa""",4.1436
ENSMUSG00000024571,Q9CQX6-1,unreviewed,"""Gm16286""",6.0782
ENSMUSG00000050621,Q6ZWU9-1,reviewed,"""Rps27""",6.6595
ENSMUSG00000050627,Q3ULJ0-1,reviewed,"""Gpd1l""",4.6682
ENSMUSG00000024576,Q8BK63-1,reviewed,"""Csnk1a1""",6.2319
ENSMUSG00000050628,Q8BQH4-1,reviewed,"""Ubald2""",4.0225
ENSMUSG00000060475,Q9ER69-1,reviewed,"""Wtap""",4.6175
ENSMUSG00000065954,Q6Y685-1,reviewed,"""Tacc1""",4.8626
ENSMUSG00000060477,Q8CFA1-1,reviewed,"""Irak2""",3.2044
ENSMUSG00000003865,Q9Z1E4-1,reviewed,"""Gys1""",3.125
ENSMUSG00000038611,A6H619-1,reviewed,"""Phrf1""",3.884
ENSMUSG00000038612,P97287-1,reviewed,"""Mcl1""",4.2113
ENSMUSG00000060703,Q9DCG2-1,reviewed,"""Cd302""",3.1897
ENSMUSG00000038615,Q61985-1,reviewed,"""Nfe2l1""",6.4646
ENSMUSG00000038619,P60840-1,reviewed,"""Ensa""",6.3428
ENSMUSG00000003868,Q9WTM5-1,reviewed,"""Ruvbl2""",4.2211
ENSMUSG00000040964,A2AWP8-1,reviewed,"""Arhgef10l""",3.8369
ENSMUSG00000056629,P45878-1,reviewed,"""Fkbp2""",6.5317
ENSMUSG00000041308,Q61235-1,reviewed,"""Sntb2""",0.8444
ENSMUSG00000061689,B1AZP2-1,reviewed,"""Dlgap4""",6.4757
ENSMUSG00000031979,Q921L5-1,reviewed,"""Cog2""",3.6665
ENSMUSG00000059995,A2AWT3-1,reviewed,"""Atxn7l3""",5.8017
ENSMUSG00000030374,P58404-1,reviewed,"""Strn4""",6.6486
ENSMUSG00000027002,P28660-1,reviewed,"""Nckap1""",6.7782
ENSMUSG00000014859,Q8R0K9-1,reviewed,"""E2f4""",4.5079
ENSMUSG00000027007,Q922B9-1,reviewed,"""Itprid2""",3.1048
ENSMUSG00000027006,Q9DC23-1,reviewed,"""Dnajc10""",4.3202
ENSMUSG00000014856,Q9CR96-1,reviewed,"""Tmem208""",4.9655
ENSMUSG00000022010,P62500-1,reviewed,"""Tsc22d1""",7.4427
ENSMUSG00000022013,Q78YY6-1,reviewed,"""Dnajc15""",5.1348
ENSMUSG00000031392,Q62406-1,reviewed,"""Irak1""",5.3811
ENSMUSG00000031393,Q9Z2D6-1,reviewed,"""Mecp2""",3.7512
ENSMUSG00000006423,Q8VDP2-1,reviewed,,3.6932
ENSMUSG00000031399,Q9D8T0-1,reviewed,"""Fam3a""",3.9627
ENSMUSG00000038268,Q9D7E3-1,reviewed,"""Ovca2""",2.941
ENSMUSG00000070939,Q3UR70-1,reviewed,"""Tgfbrap1""",3.7974
ENSMUSG00000023723,Q8VE22-1,reviewed,"""Mrps23""",5.001
ENSMUSG00000020527,Q5SV80-1,reviewed,"""Myo19""",2.4858
ENSMUSG00000020526,Q9CQK1-1,reviewed,"""Znhit3""",4.326
ENSMUSG00000020525,Q9QZ67-1,reviewed,"""Ppm1d""",2.7281
ENSMUSG00000020523,Q8VE88-1,reviewed,"""Fam114a2""",4.1421
ENSMUSG00000041775,Q9D7G9-1,reviewed,"""Mapk1ip1""",5.0839
ENSMUSG00000020521,Q9DCN7-1,reviewed,"""Rnft1""",3.5108
ENSMUSG00000020520,Q6P9S7-1,reviewed,"""Galnt10""",1.7156
ENSMUSG00000029201,O70475-1,reviewed,"""Ugdh""",3.8318
ENSMUSG00000051285,P59913-1,reviewed,"""Pcmtd1""",4.8491
ENSMUSG00000039568,Q6P3B2-1,reviewed,"""Ubald1""",4.7792
ENSMUSG00000028820,Q8VIJ6-1,reviewed,"""Sfpq""",6.2399
ENSMUSG00000028759,Q3TEA8-1,reviewed,"""Hp1bp3""",6.2076
ENSMUSG00000031024,Q924W7-1,reviewed,"""St5""",2.9775
ENSMUSG00000031021,Q9JJR8-1,reviewed,"""Tmem9b""",5.8195
ENSMUSG00000031023,Q9JJR5-1,reviewed,"""Akip1""",1.6853
ENSMUSG00000031029,Q9DCH4-1,reviewed,"""Eif3f""",5.5407
ENSMUSG00000013646,Q99LH9-1,reviewed,"""Sh3bp5l""",4.1939
ENSMUSG00000075229,Q8R3Q6-1,reviewed,"""Ccdc58""",2.652
ENSMUSG00000003131,Q61206-1,reviewed,"""Pafah1b2""",5.5445
ENSMUSG00000018736,Q9ERR1-1,reviewed,"""Ndel1""",5.4023
ENSMUSG00000028756,Q99MQ3-1,reviewed,"""Pink1""",7.108
ENSMUSG00000003135,Q9CWN7-1,reviewed,"""Cnot11""",3.1956
ENSMUSG00000003134,Q9Z1A9-1,reviewed,"""Tbc1d8""",3.0688
ENSMUSG00000028868,Q8BH43-1,reviewed,"""Wasf2""",2.887
ENSMUSG00000028757,O54734-1,reviewed,"""Ddost""",5.2655
ENSMUSG00000034614,Q7TMJ8-1,reviewed,"""Pik3ip1""",4.8677
ENSMUSG00000028863,Q2VPQ9-1,reviewed,"""Meaf6""",5.418
ENSMUSG00000025544,P58021-1,reviewed,"""Tm9sf2""",5.208
ENSMUSG00000025545,Q8R4N0-1,reviewed,"""Clybl""",3.6492
ENSMUSG00000021385,Q6P1C1-1,reviewed,"""Ippk""",2.5942
ENSMUSG00000074582,A2A5R2-1,reviewed,"""Arfgef2""",3.458
ENSMUSG00000052395,Q8C3B8-1,reviewed,"""Rft1""",2.4036
ENSMUSG00000029408,Q9JJ59-1,reviewed,"""Abcb9""",3.7614
ENSMUSG00000032612,P35123-1,reviewed,"""Usp4""",4.83
ENSMUSG00000029402,Q9D384-1,reviewed,"""Snrnp35""",2.4958
ENSMUSG00000029401,Q99LE1-1,reviewed,"""Rilpl2""",3.1956
ENSMUSG00000029407,Q9Z1Z0-1,reviewed,"""Uso1""",4.3268
ENSMUSG00000029406,Q6ZPQ6-1,reviewed,"""Pitpnm2""",6.1099
ENSMUSG00000029405,P97379-1,reviewed,"""G3bp2""",5.6088
ENSMUSG00000008958,Q62481-1,reviewed,"""Vps72""",4.5821
ENSMUSG00000025764,Q6ZPI0-1,reviewed,"""Jade1""",3.1483
ENSMUSG00000034471,Q8VHK1-1,reviewed,"""Caskin2""",3.0611
ENSMUSG00000034473,Q8BH47-1,reviewed,"""Sec22a""",2.932
ENSMUSG00000021650,Q8R3K3-1,reviewed,"""Ptcd2""",3.8765
ENSMUSG00000034684,O88632-1,reviewed,"""Sema3f""",2.5718
ENSMUSG00000046470,P43680-1,reviewed,"""Sox18""",2.5881
ENSMUSG00000021737,Q99JI4-1,reviewed,"""Psmd6""",5.2956
ENSMUSG00000021731,Q9D0G0-1,reviewed,"""Mrps30""",3.2373
ENSMUSG00000093930,Q8JZK9-1,reviewed,"""Hmgcs1""",6.2382
ENSMUSG00000016541,P28658-1,reviewed,"""Atxn10""",6.5469
ENSMUSG00000053898,O35459-1,reviewed,"""Ech1""",5.3694
ENSMUSG00000061808,P07309-1,reviewed,"""Ttr""",3.3298
ENSMUSG00000035877,Q8C0Q2-1,reviewed,"""Zhx3""",3.4176
ENSMUSG00000045071,Q8C4P0-1,reviewed,,1.2848
ENSMUSG00000017765,Q9JIS8-1,reviewed,"""Slc12a4""",3.4021
ENSMUSG00000017764,Q9CWV7-1,reviewed,"""Zswim1""",3.0079
ENSMUSG00000017760,P16675-1,reviewed,"""Ctsa""",6.2205
ENSMUSG00000024387,P67871-1,reviewed,"""Csnk2b""",6.604
ENSMUSG00000024384,Q8C1D8-1,reviewed,"""Iws1""",2.4035
ENSMUSG00000024382,P49135-1,reviewed,"""Ercc3""",3.6716
ENSMUSG00000024381,O08539-1,reviewed,"""Bin1""",6.8126
ENSMUSG00000025902,Q61473-1,reviewed,"""Sox17""",2.3986
ENSMUSG00000025903,P97823-1,reviewed,"""Lypla1""",3.5758
ENSMUSG00000078584,Q5EBG8-1,reviewed,,2.7642
ENSMUSG00000035704,Q6P8H8-1,reviewed,"""Alg8""",2.5359
ENSMUSG00000069662,P26645-1,reviewed,"""Marcks""",5.305
ENSMUSG00000036114,Q99JH1-1,reviewed,"""Rpp25l""",3.6573
ENSMUSG00000061024,Q9CYH6-1,reviewed,"""Rrs1""",3.3359
ENSMUSG00000036112,O08663-1,reviewed,"""Metap2""",5.8959
ENSMUSG00000074457,Q9D708-1,reviewed,"""S100a16""",5.6514
ENSMUSG00000039824,Q8CI43-1,reviewed,"""Myl6b""",3.4902
ENSMUSG00000039826,Q91WG3-1,reviewed,"""Trub2""",4.1126
ENSMUSG00000038429,P56399-1,reviewed,"""Usp5""",6.0593
ENSMUSG00000038422,Q9CYW4-1,reviewed,"""Hdhd3""",1.7416
ENSMUSG00000045817,P23949-1,reviewed,"""Zfp36l2""",2.8859
ENSMUSG00000020069,D3Z3N4-1,unreviewed,"""Hnrnph3""",5.6466
ENSMUSG00000014039,E9Q8T2-1,reviewed,"""Prdm15""",3.0469
ENSMUSG00000058392,Q91YK2-1,reviewed,"""Rrp1b""",3.1885
ENSMUSG00000024963,Q9D844-1,reviewed,"""Dnajc4""",4.1094
ENSMUSG00000024962,P49766-1,reviewed,"""Vegfb""",5.4971
ENSMUSG00000024960,P51432-1,reviewed,"""Plcb3""",2.8323
ENSMUSG00000024966,Q60864-1,reviewed,"""Stip1""",6.0737
ENSMUSG00000030619,Q921E6-1,reviewed,"""Eed""",3.3137
ENSMUSG00000001999,Q9CY64-1,reviewed,"""Blvra""",3.5001
ENSMUSG00000030613,Q8C3X2-1,reviewed,"""Ccdc90b""",3.1003
ENSMUSG00000030615,Q9D8Y1-1,reviewed,"""Tmem126a""",4.5655
ENSMUSG00000001774,Q9D1P4-1,reviewed,"""Chordc1""",4.3573
ENSMUSG00000053411,Q8VDS3-1,reviewed,"""Cbx7""",4.5524
ENSMUSG00000004105,Q9R045-1,reviewed,"""Angptl2""",1.4281
ENSMUSG00000004100,Q91YU8-1,reviewed,"""Ppan""",4.5094
ENSMUSG00000033703,Q7TMC8-1,reviewed,"""Fuk""",2.6716
ENSMUSG00000033701,Q9D061-1,reviewed,"""Acbd6""",4.8691
ENSMUSG00000033706,Q3TYX3-1,reviewed,"""Smyd5""",4.6428
ENSMUSG00000033705,Q80TF6-1,reviewed,"""Stard9""",2.7552
ENSMUSG00000031568,Q9CPR1-1,reviewed,"""Rwdd4""",3.3201
ENSMUSG00000055116,Q9WTL8-1,reviewed,"""Arntl""",3.4671
ENSMUSG00000005674,Q9CZR3-1,reviewed,"""Tomm40l""",4.9273
ENSMUSG00000050471,Q8C569-1,reviewed,"""Fam118b""",3.3624
ENSMUSG00000041828,Q8K442-1,reviewed,"""Abca8a""",1.6127
ENSMUSG00000037395,Q6PGA0-1,reviewed,"""Rcor3""",2.9312
ENSMUSG00000037465,O89091-1,reviewed,"""Klf10""",2.7152
ENSMUSG00000023266,Q91WJ0-1,reviewed,"""Frs3""",3.9321
ENSMUSG00000062202,Q8C726-1,reviewed,"""Btbd9""",3.4952
ENSMUSG00000040225,Q3TLH4-1,reviewed,"""Prrc2c""",4.748
ENSMUSG00000031490,Q60876-1,reviewed,"""Eif4ebp1""",1.6828
ENSMUSG00000031708,Q9CY27-1,reviewed,"""Tecr""",8.3382
ENSMUSG00000039480,Q8C5P5-1,reviewed,"""Nt5dc1""",0.3327
ENSMUSG00000039481,P97463-1,reviewed,"""Nrtn""",1.3864
ENSMUSG00000031706,P48377-1,reviewed,"""Rfx1""",3.4559
ENSMUSG00000031701,Q9QYJ0-1,reviewed,"""Dnaja2""",5.2712
ENSMUSG00000031700,Q8BGT5-1,reviewed,"""Gpt2""",4.6253
ENSMUSG00000031703,Q99KW9-1,reviewed,"""Itfg1""",5.3294
ENSMUSG00000003458,P57716-1,reviewed,"""Ncstn""",5.1047
ENSMUSG00000023008,Q6ZPF4-1,reviewed,"""Fmnl3""",2.5995
ENSMUSG00000023004,P05213-1,reviewed,"""Tuba1b""",8.0724
ENSMUSG00000026526,P97807-1,reviewed,"""Fh""",5.6287
ENSMUSG00000026520,Q922Q4-1,reviewed,"""Pycr2""",3.7993
ENSMUSG00000026032,Q9CQZ6-1,reviewed,"""Ndufb3""",6.5639
ENSMUSG00000026031,O35732-1,reviewed,"""Cflar""",3.0575
ENSMUSG00000026036,Q9EQ80-1,reviewed,"""Nif3l1""",3.3468
ENSMUSG00000026035,Q9D6L8-1,reviewed,"""Ppil3""",3.6717
