GeneID	GO_ID	Evidence	GO_term	PubMed	Ensembl_gene_identifier
338328	GO:0009897	IDA	external side of plasma membrane	20124439	ENSG00000277494
338328	GO:0031362	IDA	anchored component of external side of plasma membrane	17997385	ENSG00000277494
340205	GO:0009986	IEA	cell surface	-	ENSG00000161911
340348	GO:0009986	IEA	cell surface	-	ENSG00000158457
340419	GO:0009986	IEA	cell surface	-	ENSG00000147655
342035	GO:0009986	IDA	cell surface	27616481	ENSG00000186417
342372	GO:0009986	ISS	cell surface	-	ENSG00000277481
343413	GO:0009897	IDA	external side of plasma membrane	17213291	ENSG00000181036
344807	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000206531
344892	GO:0009986	IBA	cell surface	21873635	ENSG00000198471
344892	GO:0009986	IDA	cell surface	15550249	ENSG00000198471
347730	GO:0009986	IDA	cell surface	17667961	ENSG00000162951
349633	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000188771
349667	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000186907
349667	GO:0009986	IBA	cell surface	21873635	ENSG00000186907
349667	GO:0009986	IDA	cell surface	20463223	ENSG00000186907
353091	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000203722
353514	GO:0009986	IDA	cell surface	19009525	ENSG00000187116
375387	GO:0009986	IDA	cell surface	29909984	ENSG00000174004
387837	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000256660
387837	GO:0009897	IMP	external side of plasma membrane	17562706	ENSG00000256660
388077	GO:0009897	IBA	external side of plasma membrane	21873635	NA
388512	GO:0009986	IDA	cell surface	19419970	ENSG00000187912
388588	GO:0009986	IDA	cell surface	23505126	ENSG00000235169
388588	GO:0009986	IMP	cell surface	23563606|26452714	ENSG00000235169
389400	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000187871
389400	GO:0009897	IDA	external side of plasma membrane	28953886	ENSG00000187871
390243	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000183560
391634	GO:0009986	IBA	cell surface	21873635	NA
399687	GO:0009986	IEA	cell surface	-	ENSG00000196535
401827	GO:0009986	IBA	cell surface	21873635	NA
554225	GO:0009986	IBA	cell surface	21873635	NA
619207	GO:0009897	IBA	external side of plasma membrane	21873635	NA
653275	GO:0009986	IBA	cell surface	21873635	ENSG00000152093
664618	GO:0009986	IBA	cell surface	21873635	NA
729230	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000121807
100129094	GO:0009897	IBA	external side of plasma membrane	21873635	NA
100131137	GO:0009986	IBA	cell surface	21873635	ENSG00000188334
100133941	GO:0009986	IDA	cell surface	16532032	ENSG00000272398
100133941	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000272398
100423062	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000254709
100507436	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000204520
100507436	GO:0009986	IDA	cell surface	8901601|18676862	ENSG00000204520
100528032	GO:0009897	IBA	external side of plasma membrane	21873635	NA
100528032	GO:0009986	IBA	cell surface	21873635	NA
100528032	GO:0009986	IDA	cell surface	10426994|15294961	NA
102723168	GO:0009897	IBA	external side of plasma membrane	21873635	NA
102723169	GO:0009897	IBA	external side of plasma membrane	21873635	NA
102723170	GO:0009897	IBA	external side of plasma membrane	21873635	NA
103106901	GO:0009897	IBA	external side of plasma membrane	21873635	NA
